State,State_Initial,SA4 Name 2016,Population,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Count_per_100000_population,Fatality_Count_per_100000_population
New South Wales,NSW,Sydney - Northern Beaches,274041,9,2016,2016-9,1,1,0.3649089,0.3649089
New South Wales,NSW,Sydney - Northern Beaches,274041,11,2015,2015-11,1,1,0.3649089,0.3649089
New South Wales,NSW,Sydney - Northern Beaches,274041,11,2016,2016-11,1,1,0.3649089,0.3649089
New South Wales,NSW,Sydney - Northern Beaches,274041,11,2017,2017-11,1,1,0.3649089,0.3649089
New South Wales,NSW,Sydney - Northern Beaches,274041,12,2019,2019-12,1,1,0.3649089,0.3649089
New South Wales,NSW,Sydney - Outer South West,294899,1,2015,2015-1,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,1,2016,2016-1,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,1,2018,2018-1,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,1,2019,2019-1,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,1,2020,2020-1,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,2,2015,2015-2,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,2,2018,2018-2,2,5,0.678198298,1.695495746
New South Wales,NSW,Sydney - Outer South West,294899,2,2019,2019-2,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,2,2020,2020-2,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,2,2021,2021-2,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,3,2015,2015-3,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,3,2016,2016-3,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,3,2017,2017-3,2,4,0.678198298,1.356396597
New South Wales,NSW,Sydney - Outer South West,294899,3,2018,2018-3,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,3,2019,2019-3,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,3,2021,2021-3,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,5,2015,2015-5,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,5,2016,2016-5,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,5,2017,2017-5,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,5,2019,2019-5,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,5,2020,2020-5,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,5,2021,2021-5,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,6,2019,2019-6,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,6,2021,2021-6,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,7,2020,2020-7,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,7,2021,2021-7,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,8,2015,2015-8,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,8,2017,2017-8,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,8,2021,2021-8,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,9,2015,2015-9,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,9,2018,2018-9,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer South West,294899,9,2019,2019-9,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,10,2019,2019-10,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,11,2017,2017-11,1,1,0.339099149,0.339099149
New South Wales,NSW,Sydney - Outer South West,294899,12,2018,2018-12,2,2,0.678198298,0.678198298
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,1,2015,2015-1,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,1,2018,2018-1,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,1,2021,2021-1,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,2,2016,2016-2,3,3,0.905884627,0.905884627
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,3,2015,2015-3,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,3,2016,2016-3,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,3,2017,2017-3,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,4,2015,2015-4,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,4,2018,2018-4,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,4,2019,2019-4,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,4,2020,2020-4,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,5,2015,2015-5,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,6,2016,2016-6,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,6,2017,2017-6,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,6,2018,2018-6,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,6,2020,2020-6,4,4,1.207846169,1.207846169
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,7,2021,2021-7,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,8,2015,2015-8,2,3,0.603923084,0.905884627
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,8,2016,2016-8,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,8,2018,2018-8,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,8,2020,2020-8,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,9,2015,2015-9,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,9,2017,2017-9,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,9,2018,2018-9,1,2,0.301961542,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,9,2019,2019-9,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,10,2016,2016-10,2,3,0.603923084,0.905884627
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,10,2018,2018-10,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,10,2020,2020-10,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,11,2015,2015-11,2,2,0.603923084,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,11,2016,2016-11,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,11,2018,2018-11,3,3,0.905884627,0.905884627
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,11,2019,2019-11,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,12,2015,2015-12,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,12,2017,2017-12,3,3,0.905884627,0.905884627
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,12,2018,2018-12,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,12,2019,2019-12,1,2,0.301961542,0.603923084
New South Wales,NSW,Sydney - Outer West and Blue Mountains,331168,12,2020,2020-12,1,1,0.301961542,0.301961542
New South Wales,NSW,Sydney - Parramatta,507197,1,2018,2018-1,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,1,2020,2020-1,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,2,2015,2015-2,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,2,2016,2016-2,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,2,2019,2019-2,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,2,2020,2020-2,2,5,0.394324099,0.985810247
New South Wales,NSW,Sydney - Parramatta,507197,2,2021,2021-2,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,3,2015,2015-3,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,3,2016,2016-3,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,3,2018,2018-3,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,3,2019,2019-3,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,3,2021,2021-3,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,4,2015,2015-4,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,4,2016,2016-4,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,4,2019,2019-4,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,4,2020,2020-4,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,4,2021,2021-4,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,5,2015,2015-5,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,5,2016,2016-5,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,5,2017,2017-5,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,5,2018,2018-5,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,5,2019,2019-5,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,5,2021,2021-5,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,6,2015,2015-6,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,6,2016,2016-6,4,4,0.788648198,0.788648198
New South Wales,NSW,Sydney - Parramatta,507197,6,2017,2017-6,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,6,2021,2021-6,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,7,2015,2015-7,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,7,2016,2016-7,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,7,2017,2017-7,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,7,2018,2018-7,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,7,2019,2019-7,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,8,2015,2015-8,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,8,2016,2016-8,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,8,2017,2017-8,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,8,2018,2018-8,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,9,2016,2016-9,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,9,2019,2019-9,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,9,2020,2020-9,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,10,2020,2020-10,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,11,2015,2015-11,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,11,2016,2016-11,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,11,2018,2018-11,3,3,0.591486148,0.591486148
New South Wales,NSW,Sydney - Parramatta,507197,12,2016,2016-12,2,2,0.394324099,0.394324099
New South Wales,NSW,Sydney - Parramatta,507197,12,2017,2017-12,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Parramatta,507197,12,2020,2020-12,1,1,0.197162049,0.197162049
New South Wales,NSW,Sydney - Ryde,207511,1,2020,2020-1,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,1,2021,2021-1,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,2,2016,2016-2,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,2,2019,2019-2,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,2,2020,2020-2,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,3,2020,2020-3,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,3,2021,2021-3,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,4,2015,2015-4,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,4,2016,2016-4,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,4,2018,2018-4,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,4,2019,2019-4,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,5,2015,2015-5,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,5,2016,2016-5,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,5,2018,2018-5,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,6,2015,2015-6,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,6,2021,2021-6,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,7,2017,2017-7,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,8,2016,2016-8,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,8,2017,2017-8,2,2,0.963804328,0.963804328
New South Wales,NSW,Sydney - Ryde,207511,8,2020,2020-8,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,9,2015,2015-9,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,10,2017,2017-10,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,11,2019,2019-11,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - Ryde,207511,12,2019,2019-12,1,1,0.481902164,0.481902164
New South Wales,NSW,Sydney - South West,462408,1,2015,2015-1,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,1,2016,2016-1,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,1,2017,2017-1,2,4,0.432518469,0.865036937
New South Wales,NSW,Sydney - South West,462408,1,2018,2018-1,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,1,2019,2019-1,1,2,0.216259234,0.432518469
New South Wales,NSW,Sydney - South West,462408,1,2020,2020-1,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,1,2021,2021-1,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,2,2015,2015-2,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,2,2017,2017-2,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,2,2019,2019-2,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,2,2020,2020-2,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,2,2021,2021-2,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,3,2015,2015-3,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,3,2017,2017-3,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,4,2015,2015-4,3,3,0.648777703,0.648777703
New South Wales,NSW,Sydney - South West,462408,4,2016,2016-4,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,4,2019,2019-4,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,4,2020,2020-4,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,4,2021,2021-4,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,5,2015,2015-5,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,5,2016,2016-5,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,5,2017,2017-5,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,5,2020,2020-5,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,5,2021,2021-5,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,6,2015,2015-6,3,3,0.648777703,0.648777703
New South Wales,NSW,Sydney - South West,462408,6,2016,2016-6,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,6,2017,2017-6,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,6,2018,2018-6,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,6,2020,2020-6,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,6,2021,2021-6,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,7,2015,2015-7,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,7,2017,2017-7,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,7,2018,2018-7,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,7,2019,2019-7,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,7,2020,2020-7,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,8,2015,2015-8,1,2,0.216259234,0.432518469
New South Wales,NSW,Sydney - South West,462408,8,2016,2016-8,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,8,2017,2017-8,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,8,2018,2018-8,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,8,2019,2019-8,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,8,2020,2020-8,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,9,2016,2016-9,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,9,2017,2017-9,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,9,2019,2019-9,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,9,2020,2020-9,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,10,2017,2017-10,2,2,0.432518469,0.432518469
New South Wales,NSW,Sydney - South West,462408,10,2019,2019-10,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,10,2020,2020-10,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,11,2016,2016-11,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,11,2017,2017-11,1,2,0.216259234,0.432518469
New South Wales,NSW,Sydney - South West,462408,11,2019,2019-11,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,11,2020,2020-11,1,2,0.216259234,0.432518469
New South Wales,NSW,Sydney - South West,462408,12,2016,2016-12,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - South West,462408,12,2018,2018-12,4,4,0.865036937,0.865036937
New South Wales,NSW,Sydney - South West,462408,12,2020,2020-12,1,1,0.216259234,0.216259234
New South Wales,NSW,Sydney - Sutherland,231941,1,2015,2015-1,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,1,2016,2016-1,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,1,2017,2017-1,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,1,2018,2018-1,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,1,2019,2019-1,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,2,2015,2015-2,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,2,2019,2019-2,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,3,2015,2015-3,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,4,2016,2016-4,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,4,2017,2017-4,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,5,2015,2015-5,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,5,2016,2016-5,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,5,2020,2020-5,1,2,0.431144127,0.862288254
New South Wales,NSW,Sydney - Sutherland,231941,5,2021,2021-5,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,6,2018,2018-6,2,2,0.862288254,0.862288254
New South Wales,NSW,Sydney - Sutherland,231941,7,2016,2016-7,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,7,2018,2018-7,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,7,2020,2020-7,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,8,2015,2015-8,2,2,0.862288254,0.862288254
New South Wales,NSW,Sydney - Sutherland,231941,8,2017,2017-8,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,9,2015,2015-9,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,10,2015,2015-10,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,10,2017,2017-10,2,2,0.862288254,0.862288254
New South Wales,NSW,Sydney - Sutherland,231941,10,2019,2019-10,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,11,2016,2016-11,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,11,2017,2017-11,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,11,2018,2018-11,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,12,2015,2015-12,1,1,0.431144127,0.431144127
New South Wales,NSW,Sydney - Sutherland,231941,12,2019,2019-12,1,1,0.431144127,0.431144127
Queensland,Qld,Toowoomba,159991,1,2018,2018-1,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,1,2020,2020-1,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,2,2018,2018-2,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,4,2019,2019-4,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,6,2020,2020-6,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,6,2021,2021-6,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,7,2018,2018-7,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,7,2019,2019-7,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,7,2021,2021-7,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,11,2018,2018-11,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,11,2020,2020-11,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,12,2018,2018-12,1,1,0.625035158,0.625035158
Queensland,Qld,Toowoomba,159991,12,2020,2020-12,1,1,0.625035158,0.625035158
Queensland,Qld,Townsville,238813,1,2018,2018-1,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,1,2019,2019-1,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,1,2020,2020-1,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,2,2018,2018-2,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,2,2019,2019-2,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,2,2021,2021-2,3,4,1.25621302,1.674950694
Queensland,Qld,Townsville,238813,3,2018,2018-3,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,3,2019,2019-3,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,3,2020,2020-3,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,3,2021,2021-3,3,3,1.25621302,1.25621302
Queensland,Qld,Townsville,238813,4,2019,2019-4,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,4,2020,2020-4,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,4,2021,2021-4,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,5,2018,2018-5,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,5,2020,2020-5,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,6,2019,2019-6,3,3,1.25621302,1.25621302
Queensland,Qld,Townsville,238813,6,2020,2020-6,2,5,0.837475347,2.093688367
Queensland,Qld,Townsville,238813,6,2021,2021-6,2,3,0.837475347,1.25621302
Queensland,Qld,Townsville,238813,7,2018,2018-7,3,3,1.25621302,1.25621302
Queensland,Qld,Townsville,238813,7,2019,2019-7,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,7,2020,2020-7,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,7,2021,2021-7,1,3,0.418737673,1.25621302
Queensland,Qld,Townsville,238813,8,2018,2018-8,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,8,2020,2020-8,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,8,2021,2021-8,3,4,1.25621302,1.674950694
Queensland,Qld,Townsville,238813,9,2019,2019-9,2,3,0.837475347,1.25621302
Queensland,Qld,Townsville,238813,9,2020,2020-9,2,4,0.837475347,1.674950694
Queensland,Qld,Townsville,238813,10,2019,2019-10,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,10,2020,2020-10,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,11,2018,2018-11,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,11,2019,2019-11,2,2,0.837475347,0.837475347
Queensland,Qld,Townsville,238813,11,2020,2020-11,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,12,2018,2018-12,2,3,0.837475347,1.25621302
Queensland,Qld,Townsville,238813,12,2019,2019-12,1,1,0.418737673,0.418737673
Queensland,Qld,Townsville,238813,12,2020,2020-12,3,3,1.25621302,1.25621302
Victoria,Vic,Warrnambool and South West,125775,1,2015,2015-1,3,3,2.385211688,2.385211688
Victoria,Vic,Warrnambool and South West,125775,1,2016,2016-1,1,2,0.795070563,1.590141125
Victoria,Vic,Warrnambool and South West,125775,1,2018,2018-1,2,2,1.590141125,1.590141125
Victoria,Vic,Warrnambool and South West,125775,1,2019,2019-1,2,2,1.590141125,1.590141125
